6.500000000000000000e+02,8.138437036599739383e-01,5.778377121984090703e-01,5.358696544429882858e-01,3.511296070808522796e-01,3.410783029256464483e-01,2.079865792133621660e-01,2.136412891623940269e-01,1.227764317841787273e-01
6.600000000000000000e+02,5.440264674389060362e-01,4.040829219723647836e-01,3.681143765394961354e-01,2.522520400968658039e-01,2.409476928912565874e-01,1.534740767343678869e-01,1.550585229708611734e-01,9.277725559500962782e-02
6.700000000000000000e+02,3.647610304551198723e-01,2.824117847265033010e-01,2.531525842894705725e-01,1.808092485336458277e-01,1.701249391022929824e-01,1.128473344657176108e-01,1.123304791456782165e-01,6.986442162245988519e-02
6.800000000000000000e+02,2.456752083802122288e-01,1.975159402179519352e-01,1.744950335727665502e-01,1.294935589006772081e-01,1.201858005849883726e-01,8.279187896326171969e-02,8.130317793439574559e-02,5.246013337915544916e-02
6.900000000000000000e+02,1.664167886448324751e-01,1.383787279311084195e-01,1.206489855709478448e-01,9.276473659643905134e-02,8.500035104873175651e-02,6.067637714123886444e-02,5.881631489741545593e-02,3.931129078091160495e-02
7.000000000000000000e+02,1.134973391007175064e-01,9.717962408010877295e-02,8.371273695230191381e-02,6.651952155795010091e-02,6.018740273799216833e-02,4.445328116389599127e-02,4.251981740997316794e-02,2.941589400766463774e-02
7.100000000000000000e+02,7.803426545902662770e-02,6.844112492898588029e-02,5.831478488096965979e-02,4.776050205640200441e-02,4.266101381822712951e-02,3.256712352142754341e-02,3.069678916881175834e-02,2.198625161849004570e-02
7.200000000000000000e+02,5.418874283133932185e-02,4.835442420628091598e-02,4.081434899680694978e-02,3.433614588607388635e-02,3.026759667649954466e-02,2.385529335107927640e-02,2.211361143224541137e-02,1.641093006900818871e-02
7.300000000000000000e+02,3.812913211125979612e-02,3.429094216914756188e-02,2.875346450992297825e-02,2.471572299418678745e-02,2.151258987209539800e-02,1.746389086071962332e-02,1.589238328612278123e-02,1.222508913600110249e-02
7.400000000000000000e+02,2.731768661947974255e-02,2.443711068686283891e-02,2.045776113803507087e-02,1.781669387111346758e-02,1.535065182156019302e-02,1.277203741436708576e-02,1.140506951637063407e-02,9.080693254080771104e-03
7.500000000000000000e+02,2.005826230859043824e-02,1.753803031132485091e-02,1.477934459151587776e-02,1.287493726762338128e-02,1.104355432643039890e-02,9.332012509957935895e-03,8.198389869548306993e-03,6.720830001896813122e-03
7.600000000000000000e+02,1.521264491853308379e-02,1.272067501345197291e-02,1.091943001851967097e-02,9.347162204764341772e-03,8.060230096619592360e-03,6.819702093089503522e-03,5.935046221423009513e-03,4.956413725317569685e-03
7.700000000000000000e+02,1.200805450212437571e-02,9.370146826298353729e-03,8.320245975099812077e-03,6.842722996902321844e-03,6.015039013502345745e-03,4.997598377942862567e-03,4.358378096219260416e-03,3.647521360051336758e-03
7.800000000000000000e+02,9.923304020242060611e-03,7.051768900405362174e-03,6.593542965145120054e-03,5.077397133217875953e-03,4.628388340183232051e-03,3.688187392903153044e-03,3.273053597962229371e-03,2.687311141811009503e-03
7.900000000000000000e+02,8.609639775563757841e-03,5.455926698099192000e-03,5.472275820523588713e-03,3.842489833476815490e-03,3.701155453387546066e-03,2.756575171839986509e-03,2.533234608224857725e-03,1.991945470030967880e-03
8.000000000000000000e+02,7.834394554289024135e-03,4.364579073218298987e-03,4.776353789947698943e-03,2.985327316027879072e-03,3.094847386565120588e-03,2.099868353271599434e-03,2.033590363223184653e-03,1.494487886563869265e-03
8.100000000000000000e+02,7.446348655051462928e-03,3.624472519677065813e-03,4.386432590432435587e-03,2.395555612507207013e-03,2.715713917061523749e-03,1.640672876213944203e-03,1.700944956016711565e-03,1.142022765849263913e-03
8.200000000000000000e+02,7.348840472003534061e-03,3.130128672946635299e-03,4.225743568542830557e-03,1.994799431813026099e-03,2.501997371103001789e-03,1.321991899914646282e-03,1.485518618348460450e-03,8.937936187156334542e-04
8.300000000000000000e+02,7.487203960638048710e-03,2.809415672271215695e-03,4.247620913581071599e-03,1.728298972720715898e-03,2.414109553848159395e-03,1.103003451026250172e-03,1.354500535108308160e-03,7.196265928308575493e-04
8.400000000000000000e+02,7.844526560196882908e-03,2.613699366730373643e-03,4.428814439196224195e-03,1.558678959846633572e-03,2.428061422062204218e-03,9.551215568055443448e-04,1.286522857656448044e-03,5.977713944661295535e-04
