6.500000000000000000e+02,8.291091915368428711e-02,7.357088516834023317e-02,6.651266161045232828e-02,6.076096349865843516e-02,7.398329877935427845e-02,6.613737437106866068e-02,6.007958800974812913e-02,5.545712954212238255e-02
6.600000000000000000e+02,6.067915167086551653e-02,5.221275843491188229e-02,4.719527116814602186e-02,4.303772691536024431e-02,5.257403264038466167e-02,4.685487464222137799e-02,4.248745730928710912e-02,3.910634849748065300e-02
6.700000000000000000e+02,4.650686887693894489e-02,3.758622346086080285e-02,3.396465847558124279e-02,3.092315352073653906e-02,3.797788081005012278e-02,3.365239594562215858e-02,3.046622686160616045e-02,2.796316663648529960e-02
6.800000000000000000e+02,3.702506513706409902e-02,2.744124825413612329e-02,2.478346523710044449e-02,2.252929088099120056e-02,2.807605538613067511e-02,2.450109384950474589e-02,2.214274013866932012e-02,2.026678147904001706e-02
6.900000000000000000e+02,3.072212008887128740e-02,2.032731185257958748e-02,1.833293434873121616e-02,1.664000117161015466e-02,2.150785556286462230e-02,1.807498870602514823e-02,1.630515267341373781e-02,1.488301660078789404e-02
7.000000000000000000e+02,2.639399230595321222e-02,1.529103095304182834e-02,1.374771735666426714e-02,1.245716057402654342e-02,1.699014220290272562e-02,1.351098029920826463e-02,1.216317087922291588e-02,1.107114671269873903e-02
7.100000000000000000e+02,2.357355056210824404e-02,1.173245171239592835e-02,1.045432556502417891e-02,9.453012557403647764e-03,1.383986409201154281e-02,1.023353554269652160e-02,9.189142258572027475e-03,8.340291837130368174e-03
7.200000000000000000e+02,2.174393886860473066e-02,9.540298117186509635e-03,8.065106156661484837e-03,7.272237090152019502e-03,1.160089694867121393e-02,7.858701688418477660e-03,7.030704286881931872e-03,6.361906225672797795e-03
7.300000000000000000e+02,2.057324508553109305e-02,8.204782429479352129e-03,6.319318125662281779e-03,5.674468451863093170e-03,1.000978892771976075e-02,6.126002564615188987e-03,5.448044701890190911e-03,4.913400677400964374e-03
7.400000000000000000e+02,1.990082283535386104e-02,7.324349491007868876e-03,5.042529172202803688e-03,4.494688068530715112e-03,8.899763166332263706e-03,4.878493370548514854e-03,4.276878834643411259e-03,3.842301489883074000e-03
7.500000000000000000e+02,1.956738400433916114e-02,6.809130199664788219e-03,4.182778985744529249e-03,3.619373301694994022e-03,8.102371766195035074e-03,4.058149640183432785e-03,3.403352466549070757e-03,3.043179704155317411e-03
7.600000000000000000e+02,1.947194702720137297e-02,6.530516948411575935e-03,3.723798788474917687e-03,2.973008279912569326e-03,7.563921428439914114e-03,3.494385611073518635e-03,2.748214213395931260e-03,2.442202535844291769e-03
7.700000000000000000e+02,1.953641379592198704e-02,6.458482127863243195e-03,3.444429298522838547e-03,2.531503042197957420e-03,7.187898190472575936e-03,3.100535211585174478e-03,2.258151720075572862e-03,1.987403333984235666e-03
7.800000000000000000e+02,1.968837007076861684e-02,6.535720898186230324e-03,3.302791384216452290e-03,2.298311495023133092e-03,6.949883413133743811e-03,2.834549506843178981e-03,1.908864009647328859e-03,1.642316719962458359e-03
7.900000000000000000e+02,1.990702780136434716e-02,6.746203292757593437e-03,3.275143174357808898e-03,2.166411721946899863e-03,6.800974992830541299e-03,2.662372895249494852e-03,1.686453985975071204e-03,1.381331219836676172e-03
8.000000000000000000e+02,2.013521916132779074e-02,7.058524013701978836e-03,3.340373493170845955e-03,2.108602886443549859e-03,6.716017214997082110e-03,2.564846009427208980e-03,1.536707480957183155e-03,1.189946994130836782e-03
8.100000000000000000e+02,2.037923505664189505e-02,7.466140632385986908e-03,3.494914914757623822e-03,2.116310487282807573e-03,6.685140726842003257e-03,2.529728922386757003e-03,1.441949434315156851e-03,1.063925794525587753e-03
8.200000000000000000e+02,2.060224179813898576e-02,7.946081413535418386e-03,3.729535094287511360e-03,2.180473287665781867e-03,6.682316916183707670e-03,2.542061131751211477e-03,1.390267739752912941e-03,9.843692431824851291e-04
8.300000000000000000e+02,2.082848393400661344e-02,8.491382612801960661e-03,4.035051117779563448e-03,2.297998545634807183e-03,6.700405120285363690e-03,2.595447988267719254e-03,1.374292876391298122e-03,9.347143331457461336e-04
8.400000000000000000e+02,2.107888976251593577e-02,9.090260158462730097e-03,4.403307082871960564e-03,2.462369294100428749e-03,6.728894062365366364e-03,2.682418588411598307e-03,1.390532194956356276e-03,9.106690400677181505e-04
8.500000000000000000e+02,2.137825936177320529e-02,9.725056685670998430e-03,4.819967432246494328e-03,2.664929019187492650e-03,6.758574437130282324e-03,2.795992122669584742e-03,1.434289451564506540e-03,9.083038284698788075e-04
8.600000000000000000e+02,2.175977800629450010e-02,1.037446102581080637e-02,5.262156883122800187e-03,2.893536029287820804e-03,6.798898086412544055e-03,2.931582094130441140e-03,1.501449649087698056e-03,9.238927605699552657e-04
8.700000000000000000e+02,2.215016798863083877e-02,1.098932945671703479e-02,5.695754624568475852e-03,3.129820263243944609e-03,6.840780953869926920e-03,3.079687549452256052e-03,1.587435066331491619e-03,9.537045264929302959e-04
8.800000000000000000e+02,2.227662971707045775e-02,1.145333572853831673e-02,6.063489180747445688e-03,3.345354947166452077e-03,6.892485720525334987e-03,3.234416122513910849e-03,1.684161242378786954e-03,9.943753855778828064e-04
8.900000000000000000e+02,2.186812344927130045e-02,1.162447043384908819e-02,6.295412549240550840e-03,3.507941387443271140e-03,6.936056492284351643e-03,3.381948464794843311e-03,1.783606663072514077e-03,1.040466884653618029e-03
9.000000000000000000e+02,2.085833944321009714e-02,1.143108246244483109e-02,6.343213601819699433e-03,3.588588937240422185e-03,6.940520981177744457e-03,3.501254168238986195e-03,1.873784140981790778e-03,1.085545201129168918e-03
9.100000000000000000e+02,1.938576809043522642e-02,1.091112147609579579e-02,6.201011202523462607e-03,3.574799967206211421e-03,6.849088315403219739e-03,3.564871390415950709e-03,1.939624797854709853e-03,1.122148385154042236e-03
9.200000000000000000e+02,1.765720047942277715e-02,1.016429136043138504e-02,5.907896642392709494e-03,3.475683525201666256e-03,6.622844636440406579e-03,3.548495668341962103e-03,1.967174764591064860e-03,1.142825765498025519e-03
9.300000000000000000e+02,1.585375761171442174e-02,9.302393544732808287e-03,5.518131226435529085e-03,3.312892993312735457e-03,6.267404980908916450e-03,3.447097189042476646e-03,1.949065396426715065e-03,1.142975478823473777e-03
9.400000000000000000e+02,1.410133550369614339e-02,8.410588606470745243e-03,5.082028893486681929e-03,3.111501552059659729e-03,5.818016165274966962e-03,3.274514215942726011e-03,1.888034285605912207e-03,1.121359668399951864e-03
9.500000000000000000e+02,1.247304046292539541e-02,7.544372680538678072e-03,4.634714987414350652e-03,2.891276050903480565e-03,5.319994713984344502e-03,3.054042527222529391e-03,1.794064404248007626e-03,1.081241537765579609e-03
9.600000000000000000e+02,1.099605588086778260e-02,6.733527836506641301e-03,4.199726735561434658e-03,2.666946202691828499e-03,4.814338433095770656e-03,2.810255245351295054e-03,1.678954947058693267e-03,1.027592804409376698e-03
9.700000000000000000e+02,9.677342168357127086e-03,5.991227239974339890e-03,3.789407956737095642e-03,2.447326430251606580e-03,4.324895514922540846e-03,2.560834768936265469e-03,1.554109642038833039e-03,9.659289194999895077e-04
9.800000000000000000e+02,8.509662954865795242e-03,5.319956443017804550e-03,3.408909217999394909e-03,2.236833310211588759e-03,3.869023599902368746e-03,2.318916621694449252e-03,1.427431561865064947e-03,9.006722139631608134e-04
9.900000000000000000e+02,7.477334202176607464e-03,4.717480304877380744e-03,3.059772412031257736e-03,2.038257755488049640e-03,3.452891503043875251e-03,2.091565971896866463e-03,1.304120558135602381e-03,8.350077300251759673e-04
1.000000000000000000e+03,6.568091202891844678e-03,4.178539189280551513e-03,2.741540019384557103e-03,1.852481762599456029e-03,3.077159263212712360e-03,1.880989520412535559e-03,1.187264867301066626e-03,7.709162524240068979e-04
1.010000000000000000e+03,5.767287100269491776e-03,3.697590321024207382e-03,2.452292739300725253e-03,1.679866399032223625e-03,2.740660898133400348e-03,1.688792650684669064e-03,1.077825237160272677e-03,7.095895104462485821e-04
1.020000000000000000e+03,5.062059723339342246e-03,3.269698354271675066e-03,2.190836513688986572e-03,1.520120322156369962e-03,2.439521706249645622e-03,1.514516624733779505e-03,9.766591180899676563e-04,6.513848106198204778e-04
1.030000000000000000e+03,4.441160256466102248e-03,2.888960182028425631e-03,1.954803561362704768e-03,1.373119638344111196e-03,2.170587884115375392e-03,1.356456341415948272e-03,8.835713481278337309e-04,5.967846247625682287e-04
